,RD\LINC\steps\Ateamclipper.cwl,RD\LINC\steps\H5ParmCollector.cwl,RD\LINC\steps\LoSoTo.ClockTec.cwl,RD\LINC\steps\LoSoTo.Duplicate.cwl,RD\LINC\steps\LoSoTo.Faraday.cwl,RD\LINC\steps\LoSoTo.Flag.cwl,RD\LINC\steps\LoSoTo.FlagStation.cwl,RD\LINC\steps\LoSoTo.Flagextend.cwl,RD\LINC\steps\LoSoTo.Interpolate.cwl,RD\LINC\steps\LoSoTo.Norm.cwl,RD\LINC\steps\LoSoTo.Plot.cwl,RD\LINC\steps\LoSoTo.Polalign.cwl,RD\LINC\steps\LoSoTo.Replicate.cwl,RD\LINC\steps\LoSoTo.Reset.cwl,RD\LINC\steps\LoSoTo.Residual.cwl,RD\LINC\steps\LoSoTo.Reweight.cwl,RD\LINC\steps\LoSoTo.Structure.cwl,RD\LINC\steps\add_missing_stations.cwl,RD\LINC\steps\applybeam.cwl,RD\LINC\steps\applycal.cwl,RD\LINC\steps\blsmooth.cwl,RD\LINC\steps\chunk_ms.cwl,RD\LINC\steps\compare_station_list.cwl,RD\LINC\steps\concatenate_files.cwl,RD\LINC\steps\createRMh5parm.cwl,RD\LINC\steps\ddecal.cwl,RD\LINC\steps\ddecal_array.cwl,RD\LINC\steps\dp3_addcol.cwl,RD\LINC\steps\dp3_make_parset_cal.cwl,RD\LINC\steps\dp3_make_parset_target.cwl,RD\LINC\steps\dp3concat.cwl,RD\LINC\steps\filter_ms_group.cwl,RD\LINC\steps\filter_predict.cwl,RD\LINC\steps\gaincal.cwl,RD\LINC\steps\get_targetname.cwl,RD\LINC\steps\mslin2circ.cwl,RD\LINC\steps\plot_Ateamclipper.cwl,RD\LINC\steps\predict.cwl,RD\LINC\steps\sort_times_into_freqGroups.cwl,RD\LINC\steps\taql.cwl,RD\LINC\steps\taql_copy.cwl,RD\LINC\steps\wsclean.cwl,RD\LINC\steps\wsclean_predict.cwl,RD\LINC\workflows\HBA_calibrator.cwl,RD\LINC\workflows\HBA_target.cwl,RD\LINC\workflows\LBA_calibrator.cwl,RD\LINC\workflows\LBA_target.cwl,RD\LINC\workflows\linc_calibrator.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_fr.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_pa.cwl,RD\LINC\workflows\linc_calibrator\apply_pa.cwl,RD\LINC\workflows\linc_calibrator\faraday_rotation.cwl,RD\LINC\workflows\linc_calibrator\fr.cwl,RD\LINC\workflows\linc_calibrator\pa.cwl,RD\LINC\workflows\linc_calibrator\predict_calibrate.cwl,RD\LINC\workflows\linc_calibrator\prep.cwl,RD\LINC\workflows\linc_calibrator\prep_fr.cwl,RD\LINC\workflows\linc_target.cwl,RD\LINC\workflows\linc_target\amplitude.cwl,RD\LINC\workflows\linc_target\apply_calibrate_tec.cwl,RD\LINC\workflows\linc_target\calib_targ.cwl,RD\LINC\workflows\linc_target\concat.cwl,RD\LINC\workflows\linc_target\dp3_prep_targ.cwl,RD\LINC\workflows\linc_target\finalize.cwl,RD\LINC\workflows\linc_target\fr.cwl,RD\LINC\workflows\linc_target\gsmcal.cwl,RD\LINC\workflows\linc_target\imaging_subtract.cwl,RD\LINC\workflows\linc_target\predict_calibrate_fr.cwl,RD\LINC\workflows\linc_target\prep.cwl,RD\LINC\workflows\linc_target\selfcal_targ.cwl,RD\LINC\workflows\linc_target\selfcal_targ_hba.cwl,RD\LINC\workflows\linc_target\selfcal_targ_lba.cwl,RD\LINC\workflows\linc_target\split_into_chunks.cwl,RD\LINC\workflows\linc_target\tec_and_amp.cwl
RD\LINC\steps\Ateamclipper.cwl,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.083333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0
RD\LINC\steps\H5ParmCollector.cwl,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.166666666666666,14.285714285714285,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.6134969325153374,0.0,0.0,0.0,3.571428571428571,3.571428571428571,0.0,0.0,10.0
RD\LINC\steps\LoSoTo.ClockTec.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Duplicate.cwl,0.0,0.0,50.0,100.0,15.384615384615385,50.0,50.0,50.0,50.0,40.0,0.0,50.0,14.285714285714285,8.333333333333332,33.33333333333333,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Faraday.cwl,0.0,0.0,7.6923076923076925,15.384615384615385,100.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,12.5,53.333333333333336,7.6923076923076925,5.555555555555555,84.61538461538461,7.142857142857142,7.6923076923076925,6.666666666666667,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,19.607843137254903,11.76470588235294,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384615384615,0.0,46.15384615384615,0.0,31.57894736842105,11.76470588235294,53.333333333333336,0.0,53.333333333333336,50.0,35.294117647058826,20.833333333333336,14.285714285714285,15.384615384615385,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.818181818181817,0.0,0.0,21.428571428571427,0.0,0.0,0.0,40.0,0.0,0.0
RD\LINC\steps\LoSoTo.Flag.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.FlagStation.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Flagextend.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Interpolate.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Norm.cwl,0.0,16.666666666666664,20.0,40.0,12.5,20.0,20.0,20.0,20.0,100.0,0.0,20.0,57.14285714285714,6.666666666666667,40.0,20.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,0.0,0.0,7.6923076923076925
RD\LINC\steps\LoSoTo.Plot.cwl,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,61.53846153846154,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367346938775512,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,10.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,5.88235294117647,0.0,60.0,2.857142857142857,60.0,6.25,37.5,6.666666666666667,42.857142857142854,9.090909090909092,66.66666666666666,33.33333333333333,42.857142857142854,17.02127659574468,0.0,0.0,37.5,3.0303030303030303,0.0,0.0,2.857142857142857,8.333333333333332,9.090909090909092,4.545454545454546,30.0,0.5847953216374269,0.0,24.0,0.0,0.0,2.7777777777777777,63.63636363636363,0.0,0.0
RD\LINC\steps\LoSoTo.Polalign.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Replicate.cwl,0.0,14.285714285714285,0.0,14.285714285714285,5.555555555555555,0.0,0.0,0.0,0.0,57.14285714285714,0.0,0.0,100.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,7.142857142857142
RD\LINC\steps\LoSoTo.Reset.cwl,0.0,0.0,9.090909090909092,8.333333333333332,84.61538461538461,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,6.666666666666667,61.53846153846154,9.090909090909092,0.0,100.0,8.333333333333332,9.090909090909092,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,20.408163265306122,13.333333333333334,0.0,0.0,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,0.0,54.54545454545454,0.0,35.294117647058826,13.333333333333334,61.53846153846154,0.0,61.53846153846154,47.05882352941176,40.0,21.73913043478261,16.666666666666664,18.181818181818183,35.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,23.076923076923077,0.0,0.0,0.0,46.15384615384615,0.0,0.0
RD\LINC\steps\LoSoTo.Residual.cwl,0.0,0.0,50.0,33.33333333333333,7.142857142857142,50.0,50.0,50.0,50.0,40.0,0.0,50.0,14.285714285714285,8.333333333333332,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Reweight.cwl,0.0,0.0,100.0,50.0,7.6923076923076925,100.0,100.0,100.0,100.0,20.0,0.0,100.0,0.0,9.090909090909092,50.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\LoSoTo.Structure.cwl,0.0,0.0,33.33333333333333,25.0,6.666666666666667,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,14.285714285714285,0.0,33.33333333333333,0.0,7.6923076923076925,25.0,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\add_missing_stations.cwl,50.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,4.166666666666666,14.285714285714285,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,5.88235294117647,1.2345679012345678,0.0,4.545454545454546,0.0,3.571428571428571,3.571428571428571,0.0,0.0,10.0
RD\LINC\steps\applybeam.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,12.5,0.0,0.0,3.8461538461538463,0.0,14.285714285714285,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,3.8461538461538463,33.33333333333333,50.0,7.6923076923076925,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,12.5,0.0,0.0
RD\LINC\steps\applycal.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,5.88235294117647,0.6134969325153374,0.0,4.545454545454546,0.0,3.571428571428571,0.0,0.0,0.0,10.0
RD\LINC\steps\blsmooth.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.6134969325153374,0.0,4.545454545454546,0.0,3.571428571428571,0.0,0.0,0.0,0.0
RD\LINC\steps\chunk_ms.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
RD\LINC\steps\compare_station_list.cwl,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.620689655172415,10.526315789473683,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473683,8.695652173913043,0.0,0.0,7.4074074074074066,0.0,3.4482758620689653,12.5,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,7.6923076923076925,0.0,0.0,0.0,0.0
RD\LINC\steps\concatenate_files.cwl,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.083333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0
RD\LINC\steps\createRMh5parm.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\ddecal.cwl,2.083333333333333,4.166666666666666,0.0,0.0,19.607843137254903,0.0,0.0,0.0,0.0,1.9230769230769231,18.367346938775512,0.0,1.8867924528301887,20.408163265306122,0.0,0.0,0.0,4.166666666666666,2.083333333333333,2.0408163265306123,2.0408163265306123,0.0,8.620689655172415,2.083333333333333,0.0,100.0,12.5,1.9607843137254901,2.083333333333333,6.25,10.714285714285714,4.166666666666666,4.166666666666666,2.083333333333333,0.0,8.333333333333332,2.083333333333333,6.25,0.0,1.9607843137254901,0.0,1.8181818181818181,0.0,12.5,1.36986301369863,12.5,3.7735849056603774,20.0,10.204081632653061,18.367346938775512,2.0408163265306123,20.833333333333336,16.9811320754717,11.538461538461538,32.857142857142854,6.25,4.166666666666666,15.384615384615385,2.857142857142857,2.0408163265306123,9.090909090909092,2.7777777777777777,4.081632653061225,2.0408163265306123,3.389830508474576,16.363636363636363,6.598984771573605,0.0,21.052631578947366,0.0,19.047619047619047,5.633802816901409,14.285714285714285,0.0,3.6363636363636362
RD\LINC\steps\ddecal_array.cwl,16.666666666666664,14.285714285714285,0.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,10.526315789473683,16.666666666666664,0.0,12.5,100.0,0.0,0.0,0.0,11.11111111111111,0.0,14.285714285714285,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.076923076923077,0.0,0.0,11.11111111111111,0.0,10.869565217391305,50.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988023952095809,0.0,0.0,0.0,0.0,6.451612903225806,0.0,0.0,0.0
RD\LINC\steps\dp3_addcol.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,0.0,0.0,0.0
RD\LINC\steps\dp3_make_parset_cal.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,33.33333333333333,0.0,7.6923076923076925,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0
RD\LINC\steps\dp3_make_parset_target.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,20.0,0.0,6.666666666666667,11.76470588235294,1.8518518518518516,0.0,9.090909090909092,0.0,7.142857142857142,3.4482758620689653,0.0,0.0,0.0
RD\LINC\steps\dp3concat.cwl,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,10.714285714285714,11.11111111111111,0.0,0.0,0.0,100.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,9.090909090909092,0.0,9.090909090909092,7.6923076923076925,0.0,15.686274509803921,13.333333333333334,14.285714285714285,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\filter_ms_group.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,14.285714285714285,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.444444444444445,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\filter_predict.cwl,50.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,50.0,0.0,0.0,0.0,0.0,50.0,0.0,4.166666666666666,14.285714285714285,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,3.7037037037037033,0.0,12.5,0.0,14.285714285714285,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.7037037037037033,25.0,33.33333333333333,7.142857142857142,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,7.4074074074074066,11.11111111111111,0.0,0.0
